Sequence, Start Point, Lat , Long , End Point, Lat, Long, Distance(mtr)
266,561(4d2c0),51.613718,-0.069,409(f3ee1),51.61388,-0.065772,223.61204940707336
267,287(dded9),51.610971,-0.070922,490(ef0b1),51.606501,-0.066548,581.6207692840837
268,409(f3ee1),51.61388,-0.065772,11(a0def),51.620426,-0.060842,803.5359625949837
269,561(4d2c0),51.613718,-0.069,24(ca598),51.619443,-0.077598,870.4305374205513
270,11(a0def),51.620426,-0.060842,424(76697),51.628983,-0.045407,1428.5012521189612
271,424(76697),51.628983,-0.045407,556(3a496),51.62818,-0.03933,428.862981996956
272,424(76697),51.628983,-0.045407,437(9bdee),51.632317,-0.052301,603.2053856422085
273,437(9bdee),51.632317,-0.052301,75(d2c1d),51.636226,-0.052682,435.45561921825
274,75(d2c1d),51.636226,-0.052682,200(14b0b),51.636943,-0.041192,796.9552913068574
275,154(5f5b4),51.489693,-0.220797,20(31a00),51.480916,-0.23688,1480.7664921293187
276,427(aae64),51.523768,-0.016861,414(d4615),51.523687,0.004817,1499.807016854693
277,414(d4615),51.523687,0.004817,382(7773f),51.524358,0.011319,455.97998450754994
278,382(7773f),51.524358,0.011319,22(400a2),51.53602,0.010867,1297.1321284752294
279,22(400a2),51.53602,0.010867,569(b46af),51.531775,0.028645,1317.1685002550428
280,22(400a2),51.53602,0.010867,376(2cf9b),51.544171,-0.004595,1401.7734577982274
281,376(2cf9b),51.544171,-0.004595,426(b06c7),51.544443,-0.006314,122.661541714211
282,426(b06c7),51.544443,-0.006314,241(f68b8),51.543293,-0.006898,134.1000284894448
283,241(f68b8),51.543293,-0.006898,334(c5c16),51.543293,-0.006898,0.0
284,376(2cf9b),51.544171,-0.004595,238(b97cd),51.546676,-1.15E-4,416.60712153795305
285,238(b97cd),51.546676,-1.15E-4,60(19cb3),51.549348,0.007704,616.9231130336416
286,60(19cb3),51.549348,0.007704,541(5439a),51.553159,0.005708,445.67049899107025
287,541(5439a),51.553159,0.005708,470(e8c89),51.557658,-0.007135,1019.1482253428701
288,470(e8c89),51.557658,-0.007135,79(34272),51.560526,-0.011872,457.0991628210678
289,79(34272),51.560526,-0.011872,385(2a25c),51.56367,-0.010047,371.6625895673236
290,385(2a25c),51.56367,-0.010047,88(2d0ae),51.572725,-0.008424,1013.0996574476612
291,88(2d0ae),51.572725,-0.008424,285(a833d),51.576901,-0.010768,491.7931436542411
292,285(a833d),51.576901,-0.010768,83(5da87),51.58538,-0.018712,1090.968718508203
293,83(5da87),51.58538,-0.018712,71(ba3ae),51.587939,-0.020073,299.6816086857669
294,71(ba3ae),51.587939,-0.020073,136(53257),51.588406,-0.017873,160.61616060196394
295,71(ba3ae),51.587939,-0.020073,406(bdafb),51.587324,-0.034319,986.5904385475038
296,406(bdafb),51.587324,-0.034319,566(3eee1),51.588911,-0.037253,268.75200508564336
297,406(bdafb),51.587324,-0.034319,578(83178),51.583008,-0.036483,502.6676426878801
298,578(83178),51.583008,-0.036483,142(f5b0f),51.575467,-0.034556,849.0275841820765
299,142(f5b0f),51.575467,-0.034556,176(fdcf4),51.568231,-0.031506,831.7594524462033
300,154(5f5b4),51.489693,-0.220797,390(95ba0),51.503176,-0.219826,1500.74730315459
301,390(95ba0),51.503176,-0.219826,216(1a5df),51.507942,-0.23052,910.3182870699759
302,216(1a5df),51.507942,-0.23052,388(e269e),51.504937,-0.233993,411.61531292631173
303,216(1a5df),51.507942,-0.23052,378(2cc86),51.514824,-0.241494,1078.1188025092424
304,378(2cc86),51.514824,-0.241494,469(4fa0b),51.51742,-0.234721,550.4289801208427
305,378(2cc86),51.514824,-0.241494,37(d102d),51.509398,-0.250869,885.9601387938128
