Sequence, Start Point, Lat , Long , End Point, Lat, Long, Distance(mtr)
287,393(bb562),51.378988,-0.097878,126(03f24),51.381824,-0.090905,577.6181005967185
288,126(03f24),51.381824,-0.090905,80(3db46),51.384626,-0.082927,635.3017404243961
289,80(3db46),51.384626,-0.082927,552(e228c),51.392517,-0.0761,997.1522644385385
290,552(e228c),51.392517,-0.0761,535(527ca),51.394462,-0.088855,911.0129119289533
291,535(527ca),51.394462,-0.088855,330(e70a8),51.396996,-0.092042,358.16588752807877
292,330(e70a8),51.396996,-0.092042,383(63f62),51.401212,-0.093635,481.64750929441834
293,383(63f62),51.401212,-0.093635,380(6742c),51.399107,-0.099674,479.8908525078214
294,380(6742c),51.399107,-0.099674,228(a7bac),51.396268,-0.100927,327.4321629089027
295,228(a7bac),51.396268,-0.100927,463(3ba9e),51.398513,-0.11521,1021.8609873947921
296,463(3ba9e),51.398513,-0.11521,105(7367c),51.400817,-0.114785,257.8840479776736
297,105(7367c),51.400817,-0.114785,130(cbe21),51.407325,-0.130895,1331.336525781096
298,130(cbe21),51.407325,-0.130895,220(fd1d4),51.409953,-0.145742,1070.4343110467746
299,220(fd1d4),51.409953,-0.145742,212(ff988),51.405141,-0.165692,1483.5963810724888
300,212(ff988),51.405141,-0.165692,18(e2d42),51.404326,-0.173402,542.4285309005872
301,18(e2d42),51.404326,-0.173402,201(95f4d),51.407393,-0.18093,623.6693963681537
302,201(95f4d),51.407393,-0.18093,354(e5200),51.42,-0.176258,1438.7919656857678
304,354(e5200),51.42,-0.176258,530(0b647),51.41913,-0.143774,2254.6003342445965
305,530(0b647),51.41913,-0.143774,222(9e57f),51.432096,-0.130689,1703.441958379677
306,222(9e57f),51.432096,-0.130689,484(144e9),51.436987,-0.128346,567.588476330275
307,484(144e9),51.436987,-0.128346,164(d70ae),51.44613,-0.124835,1045.3728575757998
308,164(d70ae),51.44613,-0.124835,371(7cb4d),51.446032,-0.135589,745.3569398881872
309,371(7cb4d),51.446032,-0.135589,524(0c7b9),51.453122,-0.142036,906.1584306167199
310,524(0c7b9),51.453122,-0.142036,430(f068b),51.454757,-0.142531,185.01078737985242
311,430(f068b),51.454757,-0.142531,51(98adb),51.462029,-0.137787,872.8579118547401
312,51(98adb),51.462029,-0.137787,177(31fc0),51.462029,-0.137787,0.0
314,177(31fc0),51.462029,-0.137787,4(0e16a),51.46327,-0.134987,238.052040801969
315,4(0e16a),51.46327,-0.134987,239(5042a),51.464088,-0.136062,117.55522555667702
316,239(5042a),51.464088,-0.136062,67(c2856),51.475576,-0.138028,1284.6453856815456
317,67(c2856),51.475576,-0.138028,464(9410e),51.481028,-0.143293,707.4374605900306
318,464(9410e),51.481028,-0.143293,113(dc716),51.47597,-0.152167,833.063672752665
319,113(dc716),51.47597,-0.152167,76(c232d),51.473158,-0.168955,1204.0309756740642
320,76(c232d),51.473158,-0.168955,180(22e22),51.468986,-0.167855,470.12031404522514
321,180(22e22),51.468986,-0.167855,555(395c9),51.462958,-0.169349,678.2256536845
323,555(395c9),51.462958,-0.169349,170(22e48),51.46891,-0.173905,733.231090655085
324,170(22e48),51.46891,-0.173905,563(15c85),51.475383,-0.185383,1072.4193039672448
325,563(15c85),51.475383,-0.185383,225(4dd65),51.47611,-0.198156,888.3094150850058
326,225(4dd65),51.47611,-0.198156,369(1a8db),51.459749,-0.198469,1819.3893846729968
327,369(1a8db),51.459749,-0.198469,10(f5d8a),51.456633,-0.195253,411.94446165077255
328,10(f5d8a),51.456633,-0.195253,66(ceae0),51.44936,-0.215976,1648.0102107652804
329,66(ceae0),51.44936,-0.215976,110(7a813),51.44431,-0.21682,564.5723719654459
331,110(7a813),51.44431,-0.21682,420(ccae0),51.482585,-0.177824,5040.976006370605
332,420(ccae0),51.482585,-0.177824,357(4b986),51.490506,-0.185834,1040.8494388540873
333,357(4b986),51.490506,-0.185834,337(aa7ba),51.489064,-0.191437,419.76062072920547
334,337(aa7ba),51.489064,-0.191437,148(e924d),51.487984,-0.194289,231.11630375661045
335,148(e924d),51.487984,-0.194289,27(7ac7b),51.485038,-0.203292,704.2065417265728
336,27(7ac7b),51.485038,-0.203292,442(3f894),51.490054,-0.204348,562.5258328972642
